Date;Turno;Id_trans;Mesa;Id_garzon;pax;Codigo;Description;Categoria;Quantity;Precio
13-04-2022;AM;1607;6;11;4;F7;Corvina a la Plancha;Fondo;1;10500
13-04-2022;AM;1607;6;11;4;B15;Cafe;Bar;4;2300
13-04-2022;PM;1608;1;10;2;B1;Pisco Sour;Bar;1;3000
13-04-2022;PM;1608;1;10;2;B5;Copa Espumante;Bar;1;3000
13-04-2022;PM;1608;1;10;2;E5;Carpaccio de Ostiones;Entrada;1;12500
13-04-2022;PM;1608;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
13-04-2022;PM;1608;1;10;2;F2;Pollo Ahumado;Fondo;1;10800
13-04-2022;PM;1608;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
13-04-2022;PM;1608;1;10;2;B13;Agua sin gas;Bar;1;2000
13-04-2022;PM;1608;1;10;2;P1;Tiramisu;Postre;2;4000
13-04-2022;PM;1608;1;10;2;B19;Infusion;Bar;2;2000
13-04-2022;PM;1609;2;10;5;B6;Copa Vino Blanco;Bar;2;2800
13-04-2022;PM;1609;2;10;5;B5;Copa Espumante;Bar;1;3000
13-04-2022;PM;1609;2;10;5;B1;Pisco Sour;Bar;2;3000
13-04-2022;PM;1609;2;10;5;E1;Tapas y Antipasto;Entrada;1;9800
13-04-2022;PM;1609;2;10;5;E6;Berenjenas al Parmesano;Entrada;1;6500
13-04-2022;PM;1609;2;10;5;F1;Saltimboca de Filete;Fondo;2;12100
13-04-2022;PM;1609;2;10;5;F7;Corvina a la Plancha;Fondo;1;10500
13-04-2022;PM;1609;2;10;5;F10;Sorrentinos de Calabaza;Fondo;1;8100
13-04-2022;PM;1609;2;10;5;F2;Pollo Ahumado;Fondo;1;10800
13-04-2022;PM;1609;2;10;5;B19;Infusion;Bar;2;2000
13-04-2022;PM;1609;2;10;5;B16;Jugo Mango;Bar;1;2800
13-04-2022;PM;1609;2;10;5;B14;Agua con gas;Bar;2;2000
13-04-2022;PM;1609;2;10;5;B7;Copa Vino Tinto;Bar;2;2800
13-04-2022;PM;1609;2;10;5;P1;Tiramisu;Postre;2;4000
13-04-2022;PM;1610;3;10;3;B18;Jugo Frambuesa;Bar;1;2800
13-04-2022;PM;1610;3;10;3;B1;Pisco Sour;Bar;2;3000
13-04-2022;PM;1610;3;10;3;F7;Corvina a la Plancha;Fondo;1;10500
13-04-2022;PM;1610;3;10;3;F1;Saltimboca de Filete;Fondo;1;12100
13-04-2022;PM;1610;3;10;3;P3;Mousse de Castanas;Postre;1;4000
13-04-2022;PM;1610;3;10;3;P1;Tiramisu;Postre;1;4000
13-04-2022;PM;1610;3;10;3;B14;Agua con gas;Bar;1;2000
13-04-2022;PM;1611;4;11;5;B1;Pisco Sour;Bar;3;3000
13-04-2022;PM;1611;4;11;5;B10;Aperol ;Bar;1;3800
13-04-2022;PM;1611;4;11;5;B2;Mojito;Bar;1;4200
13-04-2022;PM;1611;4;11;5;E1;Tapas y Antipasto;Entrada;1;9800
13-04-2022;PM;1611;4;11;5;E2;Tartaro de Atun;Entrada;1;10900
13-04-2022;PM;1611;4;11;5;F2;Pollo Ahumado;Fondo;1;10800
13-04-2022;PM;1611;4;11;5;F1;Saltimboca de Filete;Fondo;2;12100
13-04-2022;PM;1611;4;11;5;F9;Ravioles de Osobuco;Fondo;1;8100
13-04-2022;PM;1611;4;11;5;E4;Ensalada Toscana ;Entrada;1;8000
13-04-2022;PM;1611;4;11;5;B18;Jugo Frambuesa;Bar;1;2800
13-04-2022;PM;1611;4;11;5;B16;Jugo Mango;Bar;1;2800
13-04-2022;PM;1611;4;11;5;P2;Torta de Merengue ;Postre;1;4000
13-04-2022;PM;1611;4;11;5;P1;Tiramisu;Postre;1;4000
13-04-2022;PM;1611;4;11;5;B19;Infusion;Bar;1;2000
13-04-2022;PM;1611;4;11;5;B15;Cafe;Bar;2;2300
13-04-2022;PM;1612;5;11;2;B18;Jugo Frambuesa;Bar;2;2800
13-04-2022;PM;1612;5;11;2;F5;Mero al Azafran ;Fondo;1;10500
13-04-2022;PM;1612;5;11;2;F8;Fetuccini mar;Fondo;1;9000
13-04-2022;PM;1612;5;11;2;B19;Infusion;Bar;1;2000
13-04-2022;PM;1612;5;11;2;P4;Ensalada de Frutos ;Postre;1;4000
13-04-2022;PM;1613;6;11;4;B1;Pisco Sour;Bar;2;3000
13-04-2022;PM;1613;6;11;4;B16;Jugo Mango;Bar;2;2800
13-04-2022;PM;1613;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
13-04-2022;PM;1613;6;11;4;F4;Garron de Cordero;Fondo;1;12000
13-04-2022;PM;1613;6;11;4;F9;Ravioles de Osobuco;Fondo;2;8100
13-04-2022;PM;1613;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
13-04-2022;PM;1613;6;11;4;F1;Saltimboca de Filete;Fondo;1;12100
13-04-2022;PM;1613;6;11;4;B19;Infusion;Bar;3;2000
13-04-2022;PM;1614;7;12;5;E6;Berenjenas al Parmesano;Entrada;1;6500
13-04-2022;PM;1614;7;12;5;B2;Mojito;Bar;2;4200
13-04-2022;PM;1614;7;12;5;B10;Aperol ;Bar;2;3800
13-04-2022;PM;1614;7;12;5;F9;Ravioles de Osobuco;Fondo;2;8100
13-04-2022;PM;1614;7;12;5;F5;Mero al Azafran ;Fondo;1;10500
13-04-2022;PM;1614;7;12;5;B16;Jugo Mango;Bar;1;2800
13-04-2022;PM;1614;7;12;5;B13;Agua sin gas;Bar;1;2000
13-04-2022;PM;1614;7;12;5;B8;Negroni;Bar;1;4500
13-04-2022;PM;1614;7;12;5;E4;Ensalada Toscana ;Entrada;1;8000
13-04-2022;PM;1614;7;12;5;F2;Pollo Ahumado;Fondo;1;10800
13-04-2022;PM;1614;7;12;5;B19;Infusion;Bar;2;2000
13-04-2022;PM;1614;7;12;5;B15;Cafe;Bar;1;2300
13-04-2022;PM;1614;7;12;5;B6;Copa Vino Blanco;Bar;2;2800
13-04-2022;PM;1615;8;12;3;B1;Pisco Sour;Bar;2;3000
13-04-2022;PM;1615;8;12;3;B16;Jugo Mango;Bar;1;2800
13-04-2022;PM;1615;8;12;3;E5;Carpaccio de Ostiones;Entrada;1;12500
13-04-2022;PM;1615;8;12;3;E6;Berenjenas al Parmesano;Entrada;1;6500
13-04-2022;PM;1615;8;12;3;F1;Saltimboca de Filete;Fondo;1;12100
13-04-2022;PM;1615;8;12;3;B13;Agua sin gas;Bar;1;2000
13-04-2022;PM;1615;8;12;3;B17;Jugo Pina;Bar;1;2800
13-04-2022;PM;1615;8;12;3;B6;Copa Vino Blanco;Bar;1;2800
13-04-2022;PM;1615;8;12;3;P3;Mousse de Castanas;Postre;1;4000
13-04-2022;PM;1615;8;12;3;P4;Ensalada de Frutos ;Postre;1;4000
13-04-2022;PM;1615;8;12;3;B19;Infusion;Bar;2;2000
13-04-2022;PM;1616;9;13;2;B16;Jugo Mango;Bar;1;2800
13-04-2022;PM;1616;9;13;2;B5;Copa Espumante;Bar;1;3000
13-04-2022;PM;1616;9;13;2;F5;Mero al Azafran ;Fondo;1;10500
13-04-2022;PM;1616;9;13;2;F8;Fetuccini mar;Fondo;1;9000
13-04-2022;PM;1616;9;13;2;P4;Ensalada de Frutos ;Postre;1;4000
13-04-2022;PM;1616;9;13;2;P1;Tiramisu;Postre;1;4000
13-04-2022;PM;1616;9;13;2;B19;Infusion;Bar;2;2000
13-04-2022;PM;1617;10;13;2;B17;Jugo Pina;Bar;1;2800
13-04-2022;PM;1617;10;13;2;B14;Agua con gas;Bar;1;2000
13-04-2022;PM;1617;10;13;2;B7;Copa Vino Tinto;Bar;2;2800
13-04-2022;PM;1617;10;13;2;E4;Ensalada Toscana ;Entrada;1;8000
13-04-2022;PM;1617;10;13;2;F1;Saltimboca de Filete;Fondo;1;12100
13-04-2022;PM;1617;10;13;2;B19;Infusion;Bar;1;2000
13-04-2022;PM;1617;10;13;2;P1;Tiramisu;Postre;2;4000
14-04-2022;AM;1618;1;10;2;B1;Pisco Sour;Bar;2;3000
14-04-2022;AM;1618;1;10;2;E1;Tapas y Antipasto;Entrada;1;9800
14-04-2022;AM;1618;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
14-04-2022;AM;1618;1;10;2;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;AM;1618;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
14-04-2022;AM;1618;1;10;2;B6;Copa Vino Blanco;Bar;1;2800
14-04-2022;AM;1618;1;10;2;B15;Cafe;Bar;1;2300
14-04-2022;AM;1619;2;10;4;B17;Jugo Pina;Bar;1;2800
14-04-2022;AM;1619;2;10;4;B18;Jugo Frambuesa;Bar;1;2800
14-04-2022;AM;1619;2;10;4;B13;Agua sin gas;Bar;2;2000
14-04-2022;AM;1619;2;10;4;B16;Jugo Mango;Bar;1;2800
14-04-2022;AM;1619;2;10;4;E1;Tapas y Antipasto;Entrada;1;9800
14-04-2022;AM;1619;2;10;4;E5;Carpaccio de Ostiones;Entrada;1;12500
14-04-2022;AM;1619;2;10;4;F1;Saltimboca de Filete;Fondo;1;12100
14-04-2022;AM;1619;2;10;4;F3;Asado de Tira;Fondo;1;12800
14-04-2022;AM;1619;2;10;4;F7;Corvina a la Plancha;Fondo;1;10500
14-04-2022;AM;1619;2;10;4;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;AM;1619;2;10;4;B6;Copa Vino Blanco;Bar;1;2800
14-04-2022;AM;1619;2;10;4;B7;Copa Vino Tinto;Bar;2;2800
14-04-2022;AM;1619;2;10;4;B15;Cafe;Bar;3;2300
14-04-2022;AM;1620;3;10;5;B14;Agua con gas;Bar;5;2000
14-04-2022;AM;1620;3;10;5;B6;Copa Vino Blanco;Bar;1;2800
14-04-2022;AM;1620;3;10;5;B16;Jugo Mango;Bar;1;2800
14-04-2022;AM;1620;3;10;5;F6;Atun Rojo a la Grilla ;Fondo;1;15500
14-04-2022;AM;1620;3;10;5;F7;Corvina a la Plancha;Fondo;1;10500
14-04-2022;AM;1620;3;10;5;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;AM;1620;3;10;5;F9;Ravioles de Osobuco;Fondo;1;8100
14-04-2022;AM;1620;3;10;5;F10;Sorrentinos de Calabaza;Fondo;1;8100
14-04-2022;AM;1620;3;10;5;B15;Cafe;Bar;1;2300
14-04-2022;AM;1621;4;11;3;B13;Agua sin gas;Bar;1;2000
14-04-2022;AM;1621;4;11;3;B14;Agua con gas;Bar;1;2000
14-04-2022;AM;1621;4;11;3;B17;Jugo Pina;Bar;1;2800
14-04-2022;AM;1621;4;11;3;E3;Ensalada salmon Ahum;Entrada;1;10900
14-04-2022;AM;1621;4;11;3;E4;Ensalada Toscana ;Entrada;1;8000
14-04-2022;AM;1621;4;11;3;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;AM;1622;5;11;2;B17;Jugo Pina;Bar;3;2800
14-04-2022;AM;1622;5;11;2;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;AM;1622;5;11;2;F1;Saltimboca de Filete;Fondo;1;12100
14-04-2022;AM;1622;5;11;2;B15;Cafe;Bar;1;2300
14-04-2022;AM;1622;5;11;2;P3;Mousse de Castanas;Postre;1;4000
14-04-2022;AM;1623;6;11;4;B16;Jugo Mango;Bar;3;2800
14-04-2022;AM;1623;6;11;4;B14;Agua con gas;Bar;2;2000
14-04-2022;AM;1623;6;11;4;F9;Ravioles de Osobuco;Fondo;1;8100
14-04-2022;AM;1623;6;11;4;F10;Sorrentinos de Calabaza;Fondo;1;8100
14-04-2022;AM;1623;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
14-04-2022;AM;1623;6;11;4;F5;Mero al Azafran ;Fondo;1;10500
14-04-2022;AM;1623;6;11;4;B15;Cafe;Bar;4;2300
14-04-2022;PM;1624;1;10;2;B1;Pisco Sour;Bar;1;3000
14-04-2022;PM;1624;1;10;2;B5;Copa Espumante;Bar;1;3000
14-04-2022;PM;1624;1;10;2;E5;Carpaccio de Ostiones;Entrada;1;12500
14-04-2022;PM;1624;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
14-04-2022;PM;1624;1;10;2;F2;Pollo Ahumado;Fondo;1;10800
14-04-2022;PM;1624;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
14-04-2022;PM;1624;1;10;2;B13;Agua sin gas;Bar;1;2000
14-04-2022;PM;1624;1;10;2;P1;Tiramisu;Postre;2;4000
14-04-2022;PM;1624;1;10;2;B19;Infusion;Bar;2;2000
14-04-2022;PM;1625;2;10;5;B6;Copa Vino Blanco;Bar;2;2800
14-04-2022;PM;1625;2;10;5;B5;Copa Espumante;Bar;1;3000
14-04-2022;PM;1625;2;10;5;B1;Pisco Sour;Bar;1;3000
14-04-2022;PM;1625;2;10;5;E1;Tapas y Antipasto;Entrada;1;9800
14-04-2022;PM;1625;2;10;5;E6;Berenjenas al Parmesano;Entrada;1;6500
14-04-2022;PM;1625;2;10;5;F1;Saltimboca de Filete;Fondo;2;12100
14-04-2022;PM;1625;2;10;5;F7;Corvina a la Plancha;Fondo;1;10500
14-04-2022;PM;1625;2;10;5;F9;Ravioles de Osobuco;Fondo;1;8100
14-04-2022;PM;1625;2;10;5;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;PM;1625;2;10;5;B19;Infusion;Bar;2;2000
14-04-2022;PM;1625;2;10;5;B17;Jugo Pina;Bar;1;2800
14-04-2022;PM;1625;2;10;5;B14;Agua con gas;Bar;2;2000
14-04-2022;PM;1625;2;10;5;B7;Copa Vino Tinto;Bar;2;2800
14-04-2022;PM;1625;2;10;5;P3;Mousse de Castanas;Postre;2;4000
14-04-2022;PM;1626;3;10;3;B17;Jugo Pina;Bar;1;2800
14-04-2022;PM;1626;3;10;3;B5;Copa Espumante;Bar;2;3000
14-04-2022;PM;1626;3;10;3;F7;Corvina a la Plancha;Fondo;1;10500
14-04-2022;PM;1626;3;10;3;F10;Sorrentinos de Calabaza;Fondo;1;8100
14-04-2022;PM;1626;3;10;3;P3;Mousse de Castanas;Postre;1;4000
14-04-2022;PM;1626;3;10;3;P1;Tiramisu;Postre;1;4000
14-04-2022;PM;1626;3;10;3;B14;Agua con gas;Bar;1;2000
14-04-2022;PM;1627;4;11;5;B1;Pisco Sour;Bar;3;3000
14-04-2022;PM;1627;4;11;5;B4;Margarita;Bar;1;4200
14-04-2022;PM;1627;4;11;5;B2;Mojito;Bar;1;4200
14-04-2022;PM;1627;4;11;5;E1;Tapas y Antipasto;Entrada;1;9800
14-04-2022;PM;1627;4;11;5;E2;Tartaro de Atun;Entrada;1;10900
14-04-2022;PM;1627;4;11;5;F2;Pollo Ahumado;Fondo;1;10800
14-04-2022;PM;1627;4;11;5;F1;Saltimboca de Filete;Fondo;2;12100
14-04-2022;PM;1627;4;11;5;F9;Ravioles de Osobuco;Fondo;1;8100
14-04-2022;PM;1627;4;11;5;E4;Ensalada Toscana ;Entrada;1;8000
14-04-2022;PM;1627;4;11;5;B17;Jugo Pina;Bar;1;2800
14-04-2022;PM;1627;4;11;5;B16;Jugo Mango;Bar;1;2800
14-04-2022;PM;1627;4;11;5;P2;Torta de Merengue ;Postre;1;4000
14-04-2022;PM;1627;4;11;5;P3;Mousse de Castanas;Postre;1;4000
14-04-2022;PM;1627;4;11;5;B19;Infusion;Bar;1;2000
14-04-2022;PM;1627;4;11;5;B15;Cafe;Bar;2;2300
14-04-2022;PM;1628;5;11;2;B18;Jugo Frambuesa;Bar;2;2800
14-04-2022;PM;1628;5;11;2;F9;Ravioles de Osobuco;Fondo;1;8100
14-04-2022;PM;1628;5;11;2;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;PM;1628;5;11;2;B19;Infusion;Bar;1;2000
14-04-2022;PM;1628;5;11;2;P4;Ensalada de Frutos ;Postre;1;4000
14-04-2022;PM;1629;6;11;4;B1;Pisco Sour;Bar;2;3000
14-04-2022;PM;1629;6;11;4;B16;Jugo Mango;Bar;2;2800
14-04-2022;PM;1629;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
14-04-2022;PM;1629;6;11;4;F3;Asado de Tira;Fondo;1;12800
14-04-2022;PM;1629;6;11;4;F7;Corvina a la Plancha;Fondo;2;10500
14-04-2022;PM;1629;6;11;4;E2;Tartaro de Atun;Entrada;1;10900
14-04-2022;PM;1629;6;11;4;E1;Tapas y Antipasto;Entrada;1;9800
14-04-2022;PM;1629;6;11;4;B19;Infusion;Bar;3;2000
14-04-2022;PM;1630;7;12;5;E6;Berenjenas al Parmesano;Entrada;1;6500
14-04-2022;PM;1630;7;12;5;B12;Vermouth;Bar;2;3200
14-04-2022;PM;1630;7;12;5;B11;Ramazzotti;Bar;2;3800
14-04-2022;PM;1630;7;12;5;F9;Ravioles de Osobuco;Fondo;2;8100
14-04-2022;PM;1630;7;12;5;F5;Mero al Azafran ;Fondo;1;10500
14-04-2022;PM;1630;7;12;5;B16;Jugo Mango;Bar;1;2800
14-04-2022;PM;1630;7;12;5;B13;Agua sin gas;Bar;1;2000
14-04-2022;PM;1630;7;12;5;B14;Agua con gas;Bar;1;2000
14-04-2022;PM;1630;7;12;5;E3;Ensalada salmon Ahum;Entrada;1;10900
14-04-2022;PM;1630;7;12;5;F2;Pollo Ahumado;Fondo;1;10800
14-04-2022;PM;1630;7;12;5;B19;Infusion;Bar;2;2000
14-04-2022;PM;1630;7;12;5;B15;Cafe;Bar;1;2300
14-04-2022;PM;1630;7;12;5;B7;Copa Vino Tinto;Bar;3;2800
14-04-2022;PM;1631;8;12;3;B5;Copa Espumante;Bar;2;3000
14-04-2022;PM;1631;8;12;3;B18;Jugo Frambuesa;Bar;1;2800
14-04-2022;PM;1631;8;12;3;E5;Carpaccio de Ostiones;Entrada;1;12500
14-04-2022;PM;1631;8;12;3;E2;Tartaro de Atun;Entrada;1;10900
14-04-2022;PM;1631;8;12;3;F7;Corvina a la Plancha;Fondo;1;10500
14-04-2022;PM;1631;8;12;3;B13;Agua sin gas;Bar;1;2000
14-04-2022;PM;1631;8;12;3;B17;Jugo Pina;Bar;1;2800
14-04-2022;PM;1631;8;12;3;B6;Copa Vino Blanco;Bar;1;2800
14-04-2022;PM;1631;8;12;3;P3;Mousse de Castanas;Postre;1;4000
14-04-2022;PM;1631;8;12;3;P4;Ensalada de Frutos ;Postre;1;4000
14-04-2022;PM;1631;8;12;3;B19;Infusion;Bar;1;2000
14-04-2022;PM;1632;9;13;2;B16;Jugo Mango;Bar;1;2800
14-04-2022;PM;1632;9;13;2;B17;Jugo Pina;Bar;1;2800
14-04-2022;PM;1632;9;13;2;F5;Mero al Azafran ;Fondo;1;10500
14-04-2022;PM;1632;9;13;2;F8;Fetuccini mar;Fondo;1;9000
14-04-2022;PM;1632;9;13;2;P2;Torta de Merengue ;Postre;1;4000
14-04-2022;PM;1632;9;13;2;P1;Tiramisu;Postre;1;4000
14-04-2022;PM;1632;9;13;2;B19;Infusion;Bar;2;2000
14-04-2022;PM;1633;10;13;2;B17;Jugo Pina;Bar;1;2800
14-04-2022;PM;1633;10;13;2;B14;Agua con gas;Bar;1;2000
14-04-2022;PM;1633;10;13;2;B18;Jugo Frambuesa;Bar;1;2800
14-04-2022;PM;1633;10;13;2;E4;Ensalada Toscana ;Entrada;1;8000
14-04-2022;PM;1633;10;13;2;F1;Saltimboca de Filete;Fondo;1;12100
14-04-2022;PM;1633;10;13;2;B19;Infusion;Bar;1;2000
14-04-2022;PM;1633;10;13;2;P1;Tiramisu;Postre;1;4000
15-04-2022;AM;1634;1;10;2;B1;Pisco Sour;Bar;2;3000
15-04-2022;AM;1634;1;10;2;E1;Tapas y Antipasto;Entrada;1;9800
15-04-2022;AM;1634;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
15-04-2022;AM;1634;1;10;2;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;AM;1634;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
15-04-2022;AM;1634;1;10;2;B6;Copa Vino Blanco;Bar;1;2800
15-04-2022;AM;1634;1;10;2;B15;Cafe;Bar;1;2300
15-04-2022;AM;1635;2;10;4;B17;Jugo Pina;Bar;1;2800
15-04-2022;AM;1635;2;10;4;B18;Jugo Frambuesa;Bar;1;2800
15-04-2022;AM;1635;2;10;4;B13;Agua sin gas;Bar;2;2000
15-04-2022;AM;1635;2;10;4;B16;Jugo Mango;Bar;1;2800
15-04-2022;AM;1635;2;10;4;E1;Tapas y Antipasto;Entrada;1;9800
15-04-2022;AM;1635;2;10;4;E5;Carpaccio de Ostiones;Entrada;1;12500
15-04-2022;AM;1635;2;10;4;F1;Saltimboca de Filete;Fondo;1;12100
15-04-2022;AM;1635;2;10;4;F3;Asado de Tira;Fondo;1;12800
15-04-2022;AM;1635;2;10;4;F7;Corvina a la Plancha;Fondo;1;10500
15-04-2022;AM;1635;2;10;4;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;AM;1635;2;10;4;B6;Copa Vino Blanco;Bar;1;2800
15-04-2022;AM;1635;2;10;4;B7;Copa Vino Tinto;Bar;2;2800
15-04-2022;AM;1635;2;10;4;B15;Cafe;Bar;3;2300
15-04-2022;AM;1636;3;10;5;B14;Agua con gas;Bar;5;2000
15-04-2022;AM;1636;3;10;5;B6;Copa Vino Blanco;Bar;1;2800
15-04-2022;AM;1636;3;10;5;B16;Jugo Mango;Bar;1;2800
15-04-2022;AM;1636;3;10;5;F6;Atun Rojo a la Grilla ;Fondo;1;15500
15-04-2022;AM;1636;3;10;5;F7;Corvina a la Plancha;Fondo;1;10500
15-04-2022;AM;1636;3;10;5;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;AM;1636;3;10;5;F9;Ravioles de Osobuco;Fondo;1;8100
15-04-2022;AM;1636;3;10;5;F10;Sorrentinos de Calabaza;Fondo;1;8100
15-04-2022;AM;1636;3;10;5;B15;Cafe;Bar;1;2300
15-04-2022;AM;1637;4;11;3;B13;Agua sin gas;Bar;1;2000
15-04-2022;AM;1637;4;11;3;B14;Agua con gas;Bar;1;2000
15-04-2022;AM;1637;4;11;3;B17;Jugo Pina;Bar;1;2800
15-04-2022;AM;1637;4;11;3;E3;Ensalada salmon Ahum;Entrada;1;10900
15-04-2022;AM;1637;4;11;3;E4;Ensalada Toscana ;Entrada;1;8000
15-04-2022;AM;1637;4;11;3;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;AM;1638;5;11;2;B17;Jugo Pina;Bar;3;2800
15-04-2022;AM;1638;5;11;2;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;AM;1638;5;11;2;F1;Saltimboca de Filete;Fondo;1;12100
15-04-2022;AM;1638;5;11;2;B15;Cafe;Bar;1;2300
15-04-2022;AM;1638;5;11;2;P3;Mousse de Castanas;Postre;1;4000
15-04-2022;AM;1639;6;11;4;B16;Jugo Mango;Bar;3;2800
15-04-2022;AM;1639;6;11;4;B14;Agua con gas;Bar;2;2000
15-04-2022;AM;1639;6;11;4;F9;Ravioles de Osobuco;Fondo;1;8100
15-04-2022;AM;1639;6;11;4;F10;Sorrentinos de Calabaza;Fondo;1;8100
15-04-2022;AM;1639;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
15-04-2022;AM;1639;6;11;4;F5;Mero al Azafran ;Fondo;1;10500
15-04-2022;AM;1639;6;11;4;B15;Cafe;Bar;4;2300
15-04-2022;PM;1640;1;10;2;B1;Pisco Sour;Bar;1;3000
15-04-2022;PM;1640;1;10;2;B5;Copa Espumante;Bar;1;3000
15-04-2022;PM;1640;1;10;2;E5;Carpaccio de Ostiones;Entrada;1;12500
15-04-2022;PM;1640;1;10;2;F1;Saltimboca de Filete;Fondo;1;12100
15-04-2022;PM;1640;1;10;2;F2;Pollo Ahumado;Fondo;1;10800
15-04-2022;PM;1640;1;10;2;B7;Copa Vino Tinto;Bar;1;2800
15-04-2022;PM;1640;1;10;2;B13;Agua sin gas;Bar;1;2000
15-04-2022;PM;1640;1;10;2;P1;Tiramisu;Postre;2;4000
15-04-2022;PM;1640;1;10;2;B19;Infusion;Bar;2;2000
15-04-2022;PM;1641;2;10;5;B6;Copa Vino Blanco;Bar;2;2800
15-04-2022;PM;1641;2;10;5;B5;Copa Espumante;Bar;1;3000
15-04-2022;PM;1641;2;10;5;B1;Pisco Sour;Bar;1;3000
15-04-2022;PM;1641;2;10;5;E1;Tapas y Antipasto;Entrada;1;9800
15-04-2022;PM;1641;2;10;5;E6;Berenjenas al Parmesano;Entrada;1;6500
15-04-2022;PM;1641;2;10;5;F1;Saltimboca de Filete;Fondo;2;12100
15-04-2022;PM;1641;2;10;5;F7;Corvina a la Plancha;Fondo;1;10500
15-04-2022;PM;1641;2;10;5;F9;Ravioles de Osobuco;Fondo;1;8100
15-04-2022;PM;1641;2;10;5;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;PM;1641;2;10;5;B19;Infusion;Bar;2;2000
15-04-2022;PM;1641;2;10;5;B17;Jugo Pina;Bar;1;2800
15-04-2022;PM;1641;2;10;5;B14;Agua con gas;Bar;2;2000
15-04-2022;PM;1641;2;10;5;B7;Copa Vino Tinto;Bar;2;2800
15-04-2022;PM;1641;2;10;5;P3;Mousse de Castanas;Postre;2;4000
15-04-2022;PM;1642;3;10;3;B17;Jugo Pina;Bar;1;2800
15-04-2022;PM;1642;3;10;3;B5;Copa Espumante;Bar;2;3000
15-04-2022;PM;1642;3;10;3;F7;Corvina a la Plancha;Fondo;1;10500
15-04-2022;PM;1642;3;10;3;F10;Sorrentinos de Calabaza;Fondo;1;8100
15-04-2022;PM;1642;3;10;3;P3;Mousse de Castanas;Postre;1;4000
15-04-2022;PM;1642;3;10;3;P1;Tiramisu;Postre;1;4000
15-04-2022;PM;1642;3;10;3;B14;Agua con gas;Bar;1;2000
15-04-2022;PM;1643;4;11;5;B1;Pisco Sour;Bar;3;3000
15-04-2022;PM;1643;4;11;5;B4;Margarita;Bar;1;4200
15-04-2022;PM;1643;4;11;5;B2;Mojito;Bar;1;4200
15-04-2022;PM;1643;4;11;5;E1;Tapas y Antipasto;Entrada;1;9800
15-04-2022;PM;1643;4;11;5;E2;Tartaro de Atun;Entrada;1;10900
15-04-2022;PM;1643;4;11;5;F2;Pollo Ahumado;Fondo;1;10800
15-04-2022;PM;1643;4;11;5;F1;Saltimboca de Filete;Fondo;2;12100
15-04-2022;PM;1643;4;11;5;F9;Ravioles de Osobuco;Fondo;1;8100
15-04-2022;PM;1643;4;11;5;E4;Ensalada Toscana ;Entrada;1;8000
15-04-2022;PM;1643;4;11;5;B17;Jugo Pina;Bar;1;2800
15-04-2022;PM;1643;4;11;5;B16;Jugo Mango;Bar;1;2800
15-04-2022;PM;1643;4;11;5;P2;Torta de Merengue ;Postre;1;4000
15-04-2022;PM;1643;4;11;5;P3;Mousse de Castanas;Postre;1;4000
15-04-2022;PM;1643;4;11;5;B19;Infusion;Bar;1;2000
15-04-2022;PM;1643;4;11;5;B15;Cafe;Bar;2;2300
15-04-2022;PM;1644;5;11;2;B18;Jugo Frambuesa;Bar;2;2800
15-04-2022;PM;1644;5;11;2;F9;Ravioles de Osobuco;Fondo;1;8100
15-04-2022;PM;1644;5;11;2;F8;Fetuccini mar;Fondo;1;9000
15-04-2022;PM;1644;5;11;2;B19;Infusion;Bar;1;2000
15-04-2022;PM;1644;5;11;2;P4;Ensalada de Frutos ;Postre;1;4000
15-04-2022;PM;1645;6;11;4;B1;Pisco Sour;Bar;2;3000
15-04-2022;PM;1645;6;11;4;B12;Vermouth;Bar;2;3200
15-04-2022;PM;1645;6;11;4;E3;Ensalada salmon Ahum;Entrada;1;10900
15-04-2022;PM;1645;6;11;4;F3;Asado de Tira;Fondo;1;12800
15-04-2022;PM;1645;6;11;4;F7;Corvina a la Plancha;Fondo;2;10500
